GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
ST6GAL1,ITPKB,GO:0033028,myeloid cell apoptotic process,0.0984520142459282,0.222488722113451,0.148995786018631
CLU,VCP,GO:0070841,inclusion body assembly,0.0157383588187803,0.0623966258855306,0.0417856430223212
HECW1,KCNQ1,GO:2000649,regulation of sodium ion transmembrane transporter activity,0.533344136761433,0.674156960572186,0.451468035261421
OTC,RET,GO:0007494,midgut development,0.0286039492507729,0.0937459059380528,0.0627795638744619
CAMK2A,TP53,GO:0010661,positive regulation of muscle cell apoptotic process,0.0680394336570113,0.17092479797262,0.114464564235395
NOTCH1,NOS3,GO:0003184,pulmonary valve morphogenesis,0.00331336061107796,0.020370833555525,0.0136418975695876
AKT1,ABCD2,GO:0043217,myelin maintenance,0.00435094534626705,0.0251652071206218,0.0168525837158917
PSEN2,UNC13C,GO:0140056,organelle localization by membrane tethering,0.622657108688409,0.723630489843739,0.484599365743745
ACE,CTNNA1,GO:0016264,gap junction assembly,0.0241002823399399,0.0846236305238033,0.056670577393199
CDK5R1,CHRM1,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,0.0290335206619672,0.0942111380423549,0.0630911195452533
EPB42,ADAM17,GO:0048536,spleen development,0.075080617955479,0.183719060287371,0.123032599289068
SPI1,SLC6A3,GO:0060033,anatomical structure regression,0.26975425558295,0.42720147486357,0.286087397738565
AGRN,BCAS3,GO:0051491,positive regulation of filopodium assembly,0.0437310247062749,0.124740262055248,0.0835358000016485
PARK7,IGF1,GO:0032148,activation of protein kinase B activity,0.0437310247062749,0.124740262055248,0.0835358000016485
PDE8A,PDE7B,GO:0009214,cyclic nucleotide catabolic process,0.045115966472311,0.127031393658427,0.0850701202622221
PARK7,GAPDH,GO:0018198,peptidyl-cysteine modification,0.209161026137113,0.363646908939428,0.243526307832571
SELP,TLR4,GO:0010572,positive regulation of platelet activation,0.128990064060952,0.265639335558287,0.177892799342843
PARK7,VIPR2,GO:0051349,positive regulation of lyase activity,0.209161026137113,0.363646908939428,0.243526307832571
TYROBP,IL10,GO:0030889,negative regulation of B cell proliferation,0.0290335206619672,0.0942111380423549,0.0630911195452533
SNCA,LRP1,GO:0010642,negative regulation of platelet-derived growth factor receptor signaling pathway,0.00725087606427079,0.0356556841325609,0.0238778246056624
TRAF2,PAIP1,GO:0048255,mRNA stabilization,0.344637459748621,0.51119055664852,0.342333031848283
FMN2,MAD1L1,GO:0050000,chromosome localization,0.82397019356746,0.860759791154101,0.576431831860857
PTPRS,TREM2,GO:0034122,negative regulation of toll-like receptor signaling pathway,0.486805685133636,0.646588492801964,0.433006040937686
PARK7,REST,GO:1903204,negative regulation of oxidative stress-induced neuron death,0.144904219000033,0.287468127598989,0.19251105952721
TYROBP,PLCG2,GO:0002223,stimulatory C-type lectin receptor signaling pathway,0.0108291573008633,0.0479567768000515,0.0321155948327132
NR1H3,ABCA1,GO:0010745,negative regulation of macrophage derived foam cell differentiation,0.00725087606427079,0.0356556841325609,0.0238778246056624
P2RX7,NECTIN2,GO:0001914,regulation of T cell mediated cytotoxicity,0.11583017086279,0.248882903573983,0.166671386721776
SELP,JAM2,GO:0050901,leukocyte tethering or rolling,0.154140134595542,0.296275393440564,0.198409091051124
APOE,LDLR,GO:0042159,lipoprotein catabolic process,0.00246636519602111,0.0162612882078838,0.0108898257637243
ABCA2,ABCA1,GO:0032367,intracellular cholesterol transport,0.0338933800191776,0.105509698306796,0.070657515951723
LRRK2,RHOA,GO:0046039,GTP metabolic process,0.0703320634949952,0.174822026292787,0.117074452014612
FCER1G,TAP2,GO:0002478,antigen processing and presentation of exogenous peptide antigen,0.246864721128654,0.399099093988084,0.267267853593748
ABCC9,RYR3,GO:0033198,response to ATP,0.0492267947051776,0.135373685439238,0.0906567689214068
JPH3,APP,GO:0050885,neuromuscular process controlling balance,0.209161026137113,0.363646908939428,0.243526307832571
DHDDS,HMGCR,GO:0008299,isoprenoid biosynthetic process,0.296044238190574,0.455976182960194,0.305357184582534
VEGFA,EFNA5,GO:0031290,retinal ganglion cell axon guidance,0.0108291573008633,0.0479567768000515,0.0321155948327132
NRXN1,PTK2B,GO:0051968,positive regulation of synaptic transmission glutamatergic,0.055110272832348,0.146761593775756,0.098282999759491
USP50,PARK7,GO:0071108,protein K48-linked deubiquitination,0.192230163035121,0.345580766779852,0.231427811217458
NRXN1,APOE,GO:0001941,postsynaptic membrane organization,0.0825006479745693,0.196217757344922,0.131402700814254
CHRNA7,NRP1,GO:0140059,dendrite arborization,0.002482218349236,0.0162612882078838,0.0108898257637243
GSTP1,TRAIP,GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,0.278372200492625,0.43790888316556,0.293257912724776
PTN,TNF,GO:0072574,hepatocyte proliferation,0.0108291573008633,0.0479567768000515,0.0321155948327132
FNIP1,BCL2,GO:0002320,lymphoid progenitor cell differentiation,0.0620662637882844,0.16120823405098,0.107957595858963
PIK3CG,CD55,GO:0045730,respiratory burst,0.0984520142459282,0.222488722113451,0.148995786018631
HRK,TP53,GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.0255613833357577,0.0875711308237231,0.0586444532814014
CDK5,TNF,GO:0030866,cortical actin cytoskeleton organization,0.47028555830347,0.640194925871464,0.428724410294912
ABCA2,APOC1,GO:0032372,negative regulation of sterol transport,0.0386210892145194,0.114083137278961,0.0763989587826508
MAPT,UCHL1,GO:0019896,axonal transport of mitochondrion,0.0241002823399399,0.0846236305238033,0.056670577393199
G6PD,TP73,GO:0055022,negative regulation of cardiac muscle tissue growth,0.313778678001792,0.479212911015558,0.320918308437363
RARB,WNT3,GO:0035116,embryonic hindlimb morphogenesis,0.0982641658746686,0.222488722113451,0.148995786018631
RPTOR,MAPK1,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,0.0338933800191776,0.105509698306796,0.070657515951723
TRAPPC6A,SEC24B,GO:0090114,COPII-coated vesicle budding,0.134553165732954,0.271779878438334,0.182004985364242
FARP1,IL1RAP,GO:0099174,regulation of presynapse organization,0.061381639276811,0.160419390592233,0.107429324807446
DIO2,SLC6A3,GO:0019336,phenol-containing compound catabolic process,0.00528219094557074,0.0288903504778155,0.0193472299939809
IL6,DROSHA,GO:0031053,primary miRNA processing,0.0767841761331909,0.186304322008763,0.124763891997227
MAPK7,PDE7B,GO:0019933,cAMP-mediated signaling,0.435928151734803,0.608350716583657,0.407399046258891
CDK5,TP53,GO:0034349,glial cell apoptotic process,0.00246636519602111,0.0162612882078838,0.0108898257637243
NOS3,ALDH4A1,GO:0009065,glutamine family amino acid catabolic process,0.0884467888302084,0.205975942160881,0.137937541784879
PPARG,DCN,GO:0090140,regulation of mitochondrial fission,0.0386210892145194,0.114083137278961,0.0763989587826508
VPS13C,TMED10,GO:0034067,protein localization to Golgi apparatus,0.296044238190574,0.455976182960194,0.305357184582534
XRCC3,PLK2,GO:0010824,regulation of centrosome duplication,0.175631013654757,0.324405729917203,0.217247356444946
BLOC1S3,LAMP1,GO:0032816,positive regulation of natural killer cell activation,0.0703320634949952,0.174822026292787,0.117074452014612
BCAR3,EGFR,GO:0045740,positive regulation of DNA replication,0.246864721128654,0.399099093988084,0.267267853593748
NCAPD2,KMT5A,GO:0007076,mitotic chromosome condensation,0.115677385674952,0.248882903573983,0.166671386721776
BCL2,LOXL3,GO:0002363,alpha-beta T cell lineage commitment,0.0131296581101498,0.0549804433362521,0.0368191892727062
PIK3CG,PTGS2,GO:0045932,negative regulation of muscle contraction,0.0186708153280529,0.0713898360403373,0.0478081973483013
CAMK1,RELN,GO:0060999,positive regulation of dendritic spine development,0.0825006479745693,0.196217757344922,0.131402700814254
FAM47E,ARID1B,GO:0045815,epigenetic maintenance of chromatin in transcription-competent conformation,0.197766891439243,0.349007360648242,0.233722525493029
OGG1,TET2,GO:0072529,pyrimidine-containing compound catabolic process,0.43655561089984,0.608350716583657,0.407399046258891
PIP4K2A,SCFD1,GO:2000785,regulation of autophagosome assembly,0.15452346949339,0.296275393440564,0.198409091051124
ERCC8,XRCC1,GO:0000012,single strand break repair,0.0363778686858402,0.108788497230048,0.0728532552149381
ABCD2,PPARA,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,0.0070834968205077,0.0354234921575177,0.0237223307653447
PTPRF,IL10,GO:1900121,negative regulation of receptor binding,0.045115966472311,0.127031393658427,0.0850701202622221
PPARD,NFIB,GO:1902894,negative regulation of miRNA transcription,0.00560063863233742,0.0300194230693286,0.020103344985548
CD34,RAPGEF2,GO:2001214,positive regulation of vasculogenesis,0.0363778686858402,0.108788497230048,0.0728532552149381
PARK7,SRC,GO:0032148,activation of protein kinase B activity,0.0437310247062749,0.124740262055248,0.0835358000016485
ATP7B,PRNP,GO:0006878,cellular copper ion homeostasis,0.0767841761331909,0.186304322008763,0.124763891997227
ABCA7,TGM6,GO:0018149,peptide cross-linking,0.075080617955479,0.183719060287371,0.123032599289068
LARS1,WAC,GO:1904263,positive regulation of TORC1 signaling,0.176233302734872,0.324405729917203,0.217247356444946
ABCB1,AGT,GO:1903959,regulation of anion transmembrane transport,0.0295425265634473,0.0950260428903903,0.0636368433339024
IL34,CSF1R,GO:0030224,monocyte differentiation,0.075080617955479,0.183719060287371,0.123032599289068
VIPR2,GABBR1,GO:0045761,regulation of adenylate cyclase activity,0.281352333763765,0.442125095914488,0.296081417334722
AKT1,IL18,GO:0070673,response to interleukin-18,0.0286039492507729,0.0937459059380528,0.0627795638744619
ABCB1,TNF,GO:1903959,regulation of anion transmembrane transport,0.0295425265634473,0.0950260428903903,0.0636368433339024
AMOT,RDX,GO:0034260,negative regulation of GTPase activity,0.075080617955479,0.183719060287371,0.123032599289068
SRC,PLK2,GO:0002862,negative regulation of inflammatory response to antigenic stimulus,0.0492267947051776,0.135373685439238,0.0906567689214068
NOTCH1,ALPK2,GO:0061311,cell surface receptor signaling pathway involved in heart development,0.130522799952544,0.265824673063972,0.17801691577929
IL16,AGER,GO:0050930,induction of positive chemotaxis,0.00964826347178884,0.0442349622314674,0.0296231777708766
CDK5RAP2,SPRY2,GO:0051294,establishment of spindle orientation,0.10696746497827,0.236032999068816,0.158066089321419
PIK3CG,LAMP1,GO:0043299,leukocyte degranulation,0.56759476077947,0.691639245410503,0.46317553551646
IAPP,AKAP6,GO:0010738,regulation of protein kinase A signaling,0.0290335206619672,0.0942111380423549,0.0630911195452533
ARC,SNAP25,GO:0099590,neurotransmitter receptor internalization,0.0219410341838372,0.0789770070500024,0.0528891582954651
ARG2,LOXL3,GO:0046636,negative regulation of alpha-beta T cell activation,0.550198022362427,0.679222684222963,0.454860438570366
TSPO,CYP21A2,GO:0120178,steroid hormone biosynthetic process,0.261030618454693,0.418216447393715,0.280070323176074
SPI1,AGER,GO:1900744,regulation of p38MAPK cascade,0.15452346949339,0.296275393440564,0.198409091051124
SLC4A8,SLC4A9,GO:0015701,bicarbonate transport,0.278372200492625,0.43790888316556,0.293257912724776
JPH3,RYR2,GO:0060402,calcium ion transport into cytosol,0.0338933800191776,0.105509698306796,0.070657515951723
PELI3,TRAF2,GO:0070534,protein K63-linked ubiquitination,0.293857352237274,0.454031171066816,0.304054653051422
CASP3,ADCY8,GO:0071312,cellular response to alkaloid,0.205530710315188,0.360657460719747,0.241524340348456
OSBPL6,NPC1,GO:0008206,bile acid metabolic process,0.37769538107563,0.546074538210377,0.365694064276784
PTPRO,ALCAM,GO:0031290,retinal ganglion cell axon guidance,0.0108291573008633,0.0479567768000515,0.0321155948327132
RDX,ANK3,GO:0061951,establishment of protein localization to plasma membrane,0.357445513816753,0.524644946343932,0.351343139637237
NRP1,MAP4K4,GO:0051894,positive regulation of focal adhesion assembly,0.0219410341838372,0.0789770070500024,0.0528891582954651
RAC1,TREM2,GO:0043652,engulfment of apoptotic cell,0.00560063863233742,0.0300194230693286,0.020103344985548
PEMT,SLC44A5,GO:0006656,phosphatidylcholine biosynthetic process,0.108563491611547,0.238040292503415,0.159410329425893
ELOVL3,ABCD2,GO:0000038,very long-chain fatty acid metabolic process,0.179213546915161,0.327844577291899,0.219550276623208
NGFR,HTR2A,GO:0016048,detection of temperature stimulus,0.192542879727241,0.345580766779852,0.231427811217458
PCK1,GSK3B,GO:0034637,cellular carbohydrate biosynthetic process,0.556097141460226,0.684492078187762,0.458389235392826
SEZ6,ULK4,GO:0090036,regulation of protein kinase C signaling,0.00560063863233742,0.0300194230693286,0.020103344985548
ERN1,EXO1,GO:0090502,RNA phosphodiester bond hydrolysis endonucleolytic,0.643468529864037,0.737347152779365,0.493785112132293
TRIM56,TBK1,GO:0060340,positive regulation of type I interferon-mediated signaling pathway,0.115677385674952,0.248882903573983,0.166671386721776
AUP1,PPID,GO:0034389,lipid droplet organization,0.331534763830816,0.496628294600227,0.332581006399602
TAP2,AGER,GO:0001914,regulation of T cell mediated cytotoxicity,0.11583017086279,0.248882903573983,0.166671386721776
FEZ1,SYBU,GO:0019896,axonal transport of mitochondrion,0.0241002823399399,0.0846236305238033,0.056670577393199
CDK5,HTR2A,GO:0048148,behavioral response to cocaine,0.00964826347178884,0.0442349622314674,0.0296231777708766
FNIP1,RAPGEF2,GO:2000108,positive regulation of leukocyte apoptotic process,0.0386210892145194,0.114083137278961,0.0763989587826508
SCARB1,DPP4,GO:0044406,adhesion of symbiont to host,0.0158531454505639,0.0623966258855306,0.0417856430223212
CD36,MDFIC,GO:0042308,negative regulation of protein import into nucleus,0.0125064503869282,0.0532020429158216,0.0356282337672725
APOE,PIK3C2G,GO:0044788,modulation by host of viral process,0.164942373626622,0.312399689978337,0.209207176517307
RIMBP2,CHRM1,GO:0007274,neuromuscular synaptic transmission,0.0703320634949952,0.174822026292787,0.117074452014612
NOTCH1,REST,GO:1903306,negative regulation of regulated secretory pathway,0.0219410341838372,0.0789770070500024,0.0528891582954651
TGFB2,VDR,GO:1902337,regulation of apoptotic process involved in morphogenesis,0.0363778686858402,0.108788497230048,0.0728532552149381
FGF1,ROBO1,GO:0110110,positive regulation of animal organ morphogenesis,0.061381639276811,0.160419390592233,0.107429324807446
MAPT,VCP,GO:0070841,inclusion body assembly,0.0157383588187803,0.0623966258855306,0.0417856430223212
HIP1R,CCKBR,GO:0001696,gastric acid secretion,0.00435094534626705,0.0251652071206218,0.0168525837158917
RELN,APP,GO:2000310,regulation of NMDA receptor activity,0.0471770700875902,0.131515841719353,0.0880732561396295
ATP8B3,ZAN,GO:0009988,cell-cell recognition,0.471833260293148,0.640194925871464,0.428724410294912
REG1A,GAPDH,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,0.894794305848452,0.915762407096419,0.613265869638411
SOD1,TYROBP,GO:0032930,positive regulation of superoxide anion generation,0.00560063863233742,0.0300194230693286,0.020103344985548
PARK7,SIGMAR1,GO:0036474,cell death in response to hydrogen peroxide,0.061381639276811,0.160419390592233,0.107429324807446
PMAIP1,IGF1,GO:0010907,positive regulation of glucose metabolic process,0.125029329746913,0.263747022607441,0.176625559130278
ERCC1,MAPK1,GO:1904353,regulation of telomere capping,0.0791304324606602,0.190352113336619,0.127474608499189
XRCC3,EXO1,GO:0001325,formation of extrachromosomal circular DNA,0.0653596078801984,0.166246871467493,0.11133186011472
INSIG1,EDEM2,GO:0070861,regulation of protein exit from endoplasmic reticulum,0.243390609140602,0.399099093988084,0.267267853593748
CCL8,CSF1R,GO:0044788,modulation by host of viral process,0.164942373626622,0.312399689978337,0.209207176517307
GAB2,CACNA1G,GO:1903307,positive regulation of regulated secretory pathway,0.220772518838743,0.376414066010509,0.252076191102874
RYR3,ADCY8,GO:0071312,cellular response to alkaloid,0.205530710315188,0.360657460719747,0.241524340348456
AKT1,WNT7B,GO:0060711,labyrinthine layer development,0.175631013654757,0.324405729917203,0.217247356444946
